Timestamp,Machine_ID,Machine_Type,Power_kW,Energy_kWh,Voltage_V,Current_A,Temperature_C,Vibration_mm_s,RPM,Operating_Hours,Production_Units,Production_Target,Machine_Status,Ground_Truth,Anomaly_Type,Tariff_Rs_per_kWh,Peak_OffPeak,Maintenance_Status,Rated_Power_kW,Nominal_Power_kW,Expected_Idle_Power_kW,Nominal_Temp_C,Nominal_Vib_mm_s,Nominal_RPM,Load_Ratio,Production_SEC,SEC_Proxy,Temp_Elevation,Temp_1h_Rolling_Mean,Excess_Idle_Power,Vib_Elevation,RPM_Drop,ISO_Vib_Zone,Vib_to_Power_Ratio,Energy_Cost_Rs
2026-01-01 00:30:00,PUMP_01,Water Pump,15.74,3.935,419.7,24.6,46.78,1.418,1451.9,2605.7,24.65,28.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,22.0,18.0,4.5,52.0,1.4,1450.0,0.715,0.16,0.16,-5.22,47.3,0.0,0.018,0.0,ZONE_A_GOOD,0.0847,21.64
2026-01-01 00:45:00,COMPRESSOR_01,Air Compressor,31.697,7.9242,414.3,50.19,70.73,2.267,2945.9,2687.02,202.12,210.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,45.0,38.0,16.0,75.0,2.2,2950.0,0.704,0.039,0.039,-4.27,71.09,0.0,0.067,4.1,ZONE_A_GOOD,0.0693,43.58
2026-01-01 00:45:00,HVAC_01,HVAC System,39.798,9.9495,418.2,62.44,40.37,1.897,987.7,3008.24,1160.31,1200.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,60.0,48.0,15.0,45.0,1.6,980.0,0.663,0.009,0.009,-4.63,40.57,0.0,0.297,0.0,ZONE_A_GOOD,0.0465,54.72
2026-01-01 00:45:00,MOTOR_01,Spinning Motor,39.484,9.871,416.0,62.27,58.02,1.897,1479.8,2763.18,48.47,48.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,55.0,45.0,12.0,62.0,1.8,1485.0,0.718,0.204,0.204,-3.98,57.62,0.0,0.097,5.2,ZONE_A_GOOD,0.0469,54.29
2026-01-01 00:45:00,PUMP_01,Water Pump,15.312,3.828,414.4,24.24,47.97,1.423,1453.8,2605.95,29.17,28.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,22.0,18.0,4.5,52.0,1.4,1450.0,0.696,0.131,0.131,-4.03,47.47,0.0,0.023,0.0,ZONE_A_GOOD,0.0872,21.05
2026-01-01 01:00:00,COMPRESSOR_01,Air Compressor,32.601,8.1502,417.3,51.26,70.34,2.48,2954.6,2687.27,205.89,210.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,45.0,38.0,16.0,75.0,2.2,2950.0,0.724,0.04,0.04,-4.66,70.74,0.0,0.28,0.0,ZONE_B_SATISFACTORY,0.0738,44.83
2026-01-01 01:00:00,HVAC_01,HVAC System,42.299,10.5748,417.6,66.45,40.49,1.612,974.0,3008.49,1198.42,1200.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,60.0,48.0,15.0,45.0,1.6,980.0,0.705,0.009,0.009,-4.51,40.4,0.0,0.012,6.0,ZONE_A_GOOD,0.0372,58.16
2026-01-01 01:00:00,MOTOR_01,Spinning Motor,39.697,9.9242,413.1,63.05,58.16,1.948,1495.7,2763.43,48.12,48.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,55.0,45.0,12.0,62.0,1.8,1485.0,0.722,0.206,0.206,-3.84,57.57,0.0,0.148,0.0,ZONE_A_GOOD,0.0479,54.58
2026-01-01 01:00:00,PUMP_01,Water Pump,16.605,4.1512,415.0,26.25,48.83,1.612,1446.2,2606.2,28.53,28.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,22.0,18.0,4.5,52.0,1.4,1450.0,0.755,0.146,0.146,-3.17,47.86,0.0,0.212,3.8,ZONE_A_GOOD,0.0916,22.83
2026-01-01 01:15:00,COMPRESSOR_01,Air Compressor,34.864,8.716,417.1,54.84,69.47,2.416,2945.4,2687.52,213.74,210.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,45.0,38.0,16.0,75.0,2.2,2950.0,0.775,0.041,0.041,-5.53,70.6,0.0,0.216,4.6,ZONE_B_SATISFACTORY,0.0674,47.94
2026-01-01 01:15:00,HVAC_01,HVAC System,44.328,11.082,416.9,69.76,40.93,1.699,980.4,3008.74,1254.4,1200.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,60.0,48.0,15.0,45.0,1.6,980.0,0.739,0.009,0.009,-4.07,40.56,0.0,0.099,0.0,ZONE_A_GOOD,0.0375,60.95
2026-01-01 01:15:00,MOTOR_01,Spinning Motor,41.146,10.2865,419.3,64.38,57.44,1.862,1477.4,2763.68,50.56,48.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,55.0,45.0,12.0,62.0,1.8,1485.0,0.748,0.203,0.203,-4.56,57.92,0.0,0.062,7.6,ZONE_A_GOOD,0.0442,56.58
2026-01-01 01:15:00,PUMP_01,Water Pump,14.96,3.74,418.1,23.48,47.59,1.38,1448.3,2606.45,28.88,28.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,22.0,18.0,4.5,52.0,1.4,1450.0,0.68,0.13,0.13,-4.41,47.79,0.0,0.0,1.7,ZONE_A_GOOD,0.0865,20.57
2026-01-01 01:30:00,COMPRESSOR_01,Air Compressor,32.989,8.2472,422.4,51.24,71.42,2.285,2947.8,2687.77,215.79,210.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,45.0,38.0,16.0,75.0,2.2,2950.0,0.733,0.038,0.038,-3.58,70.49,0.0,0.085,2.2,ZONE_A_GOOD,0.0672,45.36
2026-01-01 01:30:00,HVAC_01,HVAC System,42.98,10.745,417.9,67.48,40.75,1.742,984.5,3008.99,1244.45,1200.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,60.0,48.0,15.0,45.0,1.6,980.0,0.716,0.009,0.009,-4.25,40.64,0.0,0.142,0.0,ZONE_A_GOOD,0.0396,59.1
2026-01-01 01:30:00,MOTOR_01,Spinning Motor,42.343,10.5858,416.0,66.78,57.66,1.833,1481.9,2763.93,51.91,48.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,55.0,45.0,12.0,62.0,1.8,1485.0,0.77,0.204,0.204,-4.34,57.82,0.0,0.033,3.1,ZONE_A_GOOD,0.0423,58.22
2026-01-01 01:30:00,PUMP_01,Water Pump,17.694,4.4235,416.8,27.85,49.23,1.584,1452.2,2606.7,29.63,28.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,22.0,18.0,4.5,52.0,1.4,1450.0,0.804,0.149,0.149,-2.77,48.4,0.0,0.184,0.0,ZONE_A_GOOD,0.0847,24.33
2026-01-01 01:45:00,COMPRESSOR_01,Air Compressor,33.874,8.4685,414.7,53.59,70.59,2.389,2940.2,2688.02,211.89,210.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,45.0,38.0,16.0,75.0,2.2,2950.0,0.753,0.04,0.04,-4.41,70.46,0.0,0.189,9.8,ZONE_B_SATISFACTORY,0.0685,46.58
2026-01-01 01:45:00,HVAC_01,HVAC System,44.321,11.0802,419.7,69.28,41.63,1.801,966.2,3009.24,1223.99,1200.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,60.0,48.0,15.0,45.0,1.6,980.0,0.739,0.009,0.009,-3.37,40.95,0.0,0.201,13.8,ZONE_A_GOOD,0.0397,60.94
2026-01-01 01:45:00,MOTOR_01,Spinning Motor,41.406,10.3515,419.1,64.82,58.41,1.874,1485.8,2764.18,50.97,48.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,55.0,45.0,12.0,62.0,1.8,1485.0,0.753,0.203,0.203,-3.59,57.92,0.0,0.074,0.0,ZONE_A_GOOD,0.0442,56.93
2026-01-01 01:45:00,PUMP_01,Water Pump,16.934,4.2335,415.0,26.77,49.4,1.507,1447.1,2606.95,29.26,28.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,22.0,18.0,4.5,52.0,1.4,1450.0,0.77,0.145,0.145,-2.6,48.76,0.0,0.107,2.9,ZONE_A_GOOD,0.084,23.28
2026-01-01 02:00:00,COMPRESSOR_01,Air Compressor,36.273,9.0683,416.0,57.21,70.88,2.365,2950.0,2688.27,228.62,210.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,45.0,38.0,16.0,75.0,2.2,2950.0,0.806,0.04,0.04,-4.12,70.59,0.0,0.165,0.0,ZONE_B_SATISFACTORY,0.0635,49.88
2026-01-01 02:00:00,HVAC_01,HVAC System,43.722,10.9305,421.2,68.1,41.75,1.694,981.0,3009.49,1278.06,1200.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,60.0,48.0,15.0,45.0,1.6,980.0,0.729,0.009,0.009,-3.25,41.26,0.0,0.094,0.0,ZONE_A_GOOD,0.0379,60.12
2026-01-01 02:00:00,MOTOR_01,Spinning Motor,43.689,10.9222,421.6,67.99,57.73,1.935,1495.1,2764.43,52.56,48.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,55.0,45.0,12.0,62.0,1.8,1485.0,0.794,0.208,0.208,-4.27,57.81,0.0,0.135,0.0,ZONE_A_GOOD,0.0433,60.07
2026-01-01 02:00:00,PUMP_01,Water Pump,16.961,4.2402,420.3,26.48,46.29,1.583,1448.9,2607.2,29.59,28.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,22.0,18.0,4.5,52.0,1.4,1450.0,0.771,0.143,0.143,-5.71,48.13,0.0,0.183,1.1,ZONE_A_GOOD,0.0881,23.32
2026-01-01 02:15:00,COMPRESSOR_01,Air Compressor,35.274,8.8185,412.0,56.17,72.54,2.288,2936.7,2688.52,227.62,210.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,45.0,38.0,16.0,75.0,2.2,2950.0,0.784,0.039,0.039,-2.46,71.36,0.0,0.088,13.3,ZONE_A_GOOD,0.0631,48.5
2026-01-01 02:15:00,HVAC_01,HVAC System,43.244,10.811,419.6,67.62,39.79,1.72,978.7,3009.74,1242.15,1200.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,60.0,48.0,15.0,45.0,1.6,980.0,0.721,0.009,0.009,-5.21,40.98,0.0,0.12,1.3,ZONE_A_GOOD,0.0389,59.46
2026-01-01 02:15:00,MOTOR_01,Spinning Motor,42.635,10.6588,417.9,66.93,57.12,1.898,1480.0,2764.68,52.55,48.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,55.0,45.0,12.0,62.0,1.8,1485.0,0.775,0.203,0.203,-4.88,57.73,0.0,0.098,5.0,ZONE_A_GOOD,0.0435,58.62
2026-01-01 02:15:00,PUMP_01,Water Pump,16.413,4.1032,418.2,25.75,47.92,1.534,1446.2,2607.45,29.07,28.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,22.0,18.0,4.5,52.0,1.4,1450.0,0.746,0.141,0.141,-4.08,48.21,0.0,0.134,3.8,ZONE_A_GOOD,0.0881,22.57
2026-01-01 02:30:00,COMPRESSOR_01,Air Compressor,35.014,8.7535,415.5,55.29,71.38,2.35,2947.8,2688.77,218.49,210.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,45.0,38.0,16.0,75.0,2.2,2950.0,0.778,0.04,0.04,-3.62,71.35,0.0,0.15,2.2,ZONE_B_SATISFACTORY,0.0653,48.14
2026-01-01 02:30:00,HVAC_01,HVAC System,43.179,10.7948,419.7,67.5,40.4,1.66,985.2,3009.99,1195.3,1200.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,60.0,48.0,15.0,45.0,1.6,980.0,0.72,0.009,0.009,-4.6,40.89,0.0,0.06,0.0,ZONE_A_GOOD,0.0376,59.37
2026-01-01 02:30:00,MOTOR_01,Spinning Motor,43.004,10.751,420.7,67.06,58.24,2.066,1483.5,2764.93,51.21,48.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,55.0,45.0,12.0,62.0,1.8,1485.0,0.782,0.21,0.21,-3.76,57.88,0.0,0.266,1.5,ZONE_A_GOOD,0.047,59.13
2026-01-01 02:30:00,PUMP_01,Water Pump,16.507,4.1268,420.6,25.75,46.67,1.499,1456.3,2607.7,29.61,28.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,22.0,18.0,4.5,52.0,1.4,1450.0,0.75,0.139,0.139,-5.33,47.57,0.0,0.099,0.0,ZONE_A_GOOD,0.0856,22.7
2026-01-01 02:45:00,COMPRESSOR_01,Air Compressor,32.311,8.0778,422.4,50.19,69.31,2.39,2952.2,2689.02,209.94,210.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,45.0,38.0,16.0,75.0,2.2,2950.0,0.718,0.038,0.038,-5.69,71.03,0.0,0.19,0.0,ZONE_B_SATISFACTORY,0.0717,44.43
2026-01-01 02:45:00,HVAC_01,HVAC System,43.035,10.7587,417.2,67.68,40.91,1.647,982.9,3010.24,1242.44,1200.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,60.0,48.0,15.0,45.0,1.6,980.0,0.717,0.009,0.009,-4.09,40.71,0.0,0.047,0.0,ZONE_A_GOOD,0.0374,59.17
2026-01-01 02:45:00,MOTOR_01,Spinning Motor,40.759,10.1898,418.3,63.93,57.54,1.736,1488.2,2765.18,50.18,48.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,55.0,45.0,12.0,62.0,1.8,1485.0,0.741,0.203,0.203,-4.46,57.66,0.0,0.0,0.0,ZONE_A_GOOD,0.0416,56.04
2026-01-01 02:45:00,PUMP_01,Water Pump,14.45,3.6125,418.2,22.67,48.11,1.608,1449.0,2607.95,28.4,28.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,22.0,18.0,4.5,52.0,1.4,1450.0,0.657,0.127,0.127,-3.89,47.25,0.0,0.208,1.0,ZONE_A_GOOD,0.1041,19.87
2026-01-01 03:00:00,COMPRESSOR_01,Air Compressor,35.579,8.8948,422.3,55.28,70.94,2.57,2945.8,2689.27,218.63,210.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,45.0,38.0,16.0,75.0,2.2,2950.0,0.791,0.041,0.041,-4.06,71.04,0.0,0.37,4.2,ZONE_B_SATISFACTORY,0.0703,48.92
2026-01-01 03:00:00,HVAC_01,HVAC System,46.784,11.696,423.3,72.51,41.58,1.787,976.7,3010.49,1325.94,1200.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,60.0,48.0,15.0,45.0,1.6,980.0,0.78,0.009,0.009,-3.42,40.67,0.0,0.187,3.3,ZONE_A_GOOD,0.0374,64.33
2026-01-01 03:00:00,MOTOR_01,Spinning Motor,42.624,10.656,416.5,67.14,56.96,1.887,1482.9,2765.43,53.51,48.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,55.0,45.0,12.0,62.0,1.8,1485.0,0.775,0.199,0.199,-5.04,57.46,0.0,0.087,2.1,ZONE_A_GOOD,0.0433,58.61
2026-01-01 03:00:00,PUMP_01,Water Pump,16.021,4.0052,416.8,25.22,47.27,1.569,1452.1,2608.2,28.37,28.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,22.0,18.0,4.5,52.0,1.4,1450.0,0.728,0.141,0.141,-4.73,47.49,0.0,0.169,0.0,ZONE_A_GOOD,0.0922,22.03
2026-01-01 03:15:00,COMPRESSOR_01,Air Compressor,36.346,9.0865,421.7,56.55,70.67,2.289,2938.3,2689.52,220.56,210.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,45.0,38.0,16.0,75.0,2.2,2950.0,0.808,0.041,0.041,-4.33,70.57,0.0,0.089,11.7,ZONE_A_GOOD,0.0613,49.98
2026-01-01 03:15:00,HVAC_01,HVAC System,41.912,10.478,419.1,65.61,42.39,1.796,982.2,3010.74,1221.35,1200.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,60.0,48.0,15.0,45.0,1.6,980.0,0.699,0.009,0.009,-2.61,41.32,0.0,0.196,0.0,ZONE_A_GOOD,0.0419,57.63
2026-01-01 03:15:00,MOTOR_01,Spinning Motor,39.904,9.976,420.0,62.33,57.52,1.893,1483.8,2765.68,49.34,48.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,55.0,45.0,12.0,62.0,1.8,1485.0,0.726,0.202,0.202,-4.48,57.56,0.0,0.093,1.2,ZONE_A_GOOD,0.0463,54.87
2026-01-01 03:15:00,PUMP_01,Water Pump,17.162,4.2905,422.0,26.68,48.37,1.571,1449.0,2608.45,30.49,28.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,22.0,18.0,4.5,52.0,1.4,1450.0,0.78,0.141,0.141,-3.63,47.6,0.0,0.171,1.0,ZONE_A_GOOD,0.0865,23.6
2026-01-01 03:30:00,COMPRESSOR_01,Air Compressor,34.994,8.7485,415.1,55.31,70.95,2.303,2946.8,2689.77,225.53,210.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,45.0,38.0,16.0,75.0,2.2,2950.0,0.778,0.039,0.039,-4.05,70.47,0.0,0.103,3.2,ZONE_B_SATISFACTORY,0.064,48.12
2026-01-01 03:30:00,HVAC_01,HVAC System,46.376,11.594,422.8,71.96,41.22,1.742,972.8,3010.99,1295.0,1200.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,60.0,48.0,15.0,45.0,1.6,980.0,0.773,0.009,0.009,-3.78,41.52,0.0,0.142,7.2,ZONE_A_GOOD,0.0368,63.77
2026-01-01 03:30:00,MOTOR_01,Spinning Motor,41.033,10.2582,422.6,63.7,58.0,2.012,1484.3,2765.93,48.77,48.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,55.0,45.0,12.0,62.0,1.8,1485.0,0.746,0.21,0.21,-4.0,57.5,0.0,0.212,0.7,ZONE_A_GOOD,0.0479,56.42
2026-01-01 03:30:00,PUMP_01,Water Pump,16.244,4.061,419.3,25.42,47.74,1.638,1445.6,2608.7,30.92,28.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,22.0,18.0,4.5,52.0,1.4,1450.0,0.738,0.131,0.131,-4.26,47.87,0.0,0.238,4.4,ZONE_A_GOOD,0.095,22.34
2026-01-01 03:45:00,COMPRESSOR_01,Air Compressor,33.616,8.404,419.7,52.55,71.13,2.413,2949.7,2690.02,217.03,210.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,45.0,38.0,16.0,75.0,2.2,2950.0,0.747,0.039,0.039,-3.87,70.92,0.0,0.213,0.3,ZONE_B_SATISFACTORY,0.0697,46.22
2026-01-01 03:45:00,HVAC_01,HVAC System,46.27,11.5675,418.1,72.61,40.77,1.778,979.4,3011.24,1295.21,1200.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,60.0,48.0,15.0,45.0,1.6,980.0,0.771,0.009,0.009,-4.23,41.49,0.0,0.178,0.6,ZONE_A_GOOD,0.0376,63.62
2026-01-01 03:45:00,MOTOR_01,Spinning Motor,42.17,10.5425,423.0,65.41,58.9,1.878,1488.8,2766.18,49.87,48.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,55.0,45.0,12.0,62.0,1.8,1485.0,0.767,0.211,0.211,-3.1,57.84,0.0,0.078,0.0,ZONE_A_GOOD,0.0435,57.98
2026-01-01 03:45:00,PUMP_01,Water Pump,16.53,4.1325,419.5,25.85,47.93,1.612,1455.5,2608.95,29.38,28.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,22.0,18.0,4.5,52.0,1.4,1450.0,0.751,0.141,0.141,-4.07,47.83,0.0,0.212,0.0,ZONE_A_GOOD,0.092,22.73
2026-01-01 04:00:00,COMPRESSOR_01,Air Compressor,36.648,9.162,422.8,56.87,72.18,2.437,2945.6,2690.27,227.01,210.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,45.0,38.0,16.0,75.0,2.2,2950.0,0.814,0.04,0.04,-2.82,71.23,0.0,0.237,4.4,ZONE_B_SATISFACTORY,0.0647,50.39
2026-01-01 04:00:00,HVAC_01,HVAC System,44.758,11.1895,419.2,70.05,41.02,1.829,976.6,3011.49,1269.34,1200.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,60.0,48.0,15.0,45.0,1.6,980.0,0.746,0.009,0.009,-3.98,41.35,0.0,0.229,3.4,ZONE_A_GOOD,0.04,61.54
2026-01-01 04:00:00,MOTOR_01,Spinning Motor,45.699,11.4248,419.6,71.45,59.21,2.032,1480.6,2766.43,53.08,48.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,55.0,45.0,12.0,62.0,1.8,1485.0,0.831,0.215,0.215,-2.79,58.41,0.0,0.232,4.4,ZONE_A_GOOD,0.0435,62.84
2026-01-01 04:00:00,PUMP_01,Water Pump,16.316,4.079,422.4,25.34,48.62,1.553,1448.5,2609.2,28.83,28.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,22.0,18.0,4.5,52.0,1.4,1450.0,0.742,0.141,0.141,-3.38,48.16,0.0,0.153,1.5,ZONE_A_GOOD,0.0897,22.43
2026-01-01 04:15:00,COMPRESSOR_01,Air Compressor,36.896,9.224,421.7,57.4,71.46,2.428,2938.6,2690.52,232.82,210.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,45.0,38.0,16.0,75.0,2.2,2950.0,0.82,0.04,0.04,-3.54,71.43,0.0,0.228,11.4,ZONE_B_SATISFACTORY,0.0641,50.73
2026-01-01 04:15:00,HVAC_01,HVAC System,42.692,10.673,420.1,66.67,41.69,1.728,973.6,3011.74,1219.76,1200.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD,60.0,48.0,15.0,45.0,1.6,980.0,0.712,0.009,0.009,-3.31,41.18,0.0,0.128,6.4,ZONE_A_GOOD,0.0395,58.7
