Timestamp,Machine_ID,Machine_Type,Power_kW,Energy_kWh,Voltage_V,Current_A,Temperature_C,Vibration_mm_s,RPM,Operating_Hours,Production_Units,Production_Target,Machine_Status,Ground_Truth,Anomaly_Type,Tariff_Rs_per_kWh,Peak_OffPeak,Maintenance_Status
2026-01-01 00:30:00,PUMP_01,Water Pump,15.74,3.935,419.7,24.6,46.78,1.418,1451.9,2605.7,24.65,28.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 00:45:00,COMPRESSOR_01,Air Compressor,31.697,7.9242,414.3,50.19,70.73,2.267,2945.9,2687.02,202.12,210.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 00:45:00,HVAC_01,HVAC System,39.798,9.9495,418.2,62.44,40.37,1.897,987.7,3008.24,1160.31,1200.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 00:45:00,MOTOR_01,Spinning Motor,39.484,9.871,416.0,62.27,58.02,1.897,1479.8,2763.18,48.47,48.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 00:45:00,PUMP_01,Water Pump,15.312,3.828,414.4,24.24,47.97,1.423,1453.8,2605.95,29.17,28.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 01:00:00,COMPRESSOR_01,Air Compressor,32.601,8.1502,417.3,51.26,70.34,2.48,2954.6,2687.27,205.89,210.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 01:00:00,HVAC_01,HVAC System,42.299,10.5748,417.6,66.45,40.49,1.612,974.0,3008.49,1198.42,1200.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 01:00:00,MOTOR_01,Spinning Motor,39.697,9.9242,413.1,63.05,58.16,1.948,1495.7,2763.43,48.12,48.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 01:00:00,PUMP_01,Water Pump,16.605,4.1512,415.0,26.25,48.83,1.612,1446.2,2606.2,28.53,28.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 01:15:00,COMPRESSOR_01,Air Compressor,34.864,8.716,417.1,54.84,69.47,2.416,2945.4,2687.52,213.74,210.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 01:15:00,HVAC_01,HVAC System,44.328,11.082,416.9,69.76,40.93,1.699,980.4,3008.74,1254.4,1200.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 01:15:00,MOTOR_01,Spinning Motor,41.146,10.2865,419.3,64.38,57.44,1.862,1477.4,2763.68,50.56,48.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 01:15:00,PUMP_01,Water Pump,14.96,3.74,418.1,23.48,47.59,1.38,1448.3,2606.45,28.88,28.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 01:30:00,COMPRESSOR_01,Air Compressor,32.989,8.2472,422.4,51.24,71.42,2.285,2947.8,2687.77,215.79,210.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 01:30:00,HVAC_01,HVAC System,42.98,10.745,417.9,67.48,40.75,1.742,984.5,3008.99,1244.45,1200.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 01:30:00,MOTOR_01,Spinning Motor,42.343,10.5858,416.0,66.78,57.66,1.833,1481.9,2763.93,51.91,48.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 01:30:00,PUMP_01,Water Pump,17.694,4.4235,416.8,27.85,49.23,1.584,1452.2,2606.7,29.63,28.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 01:45:00,COMPRESSOR_01,Air Compressor,33.874,8.4685,414.7,53.59,70.59,2.389,2940.2,2688.02,211.89,210.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 01:45:00,HVAC_01,HVAC System,44.321,11.0802,419.7,69.28,41.63,1.801,966.2,3009.24,1223.99,1200.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 01:45:00,MOTOR_01,Spinning Motor,41.406,10.3515,419.1,64.82,58.41,1.874,1485.8,2764.18,50.97,48.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 01:45:00,PUMP_01,Water Pump,16.934,4.2335,415.0,26.77,49.4,1.507,1447.1,2606.95,29.26,28.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 02:00:00,COMPRESSOR_01,Air Compressor,36.273,9.0683,416.0,57.21,70.88,2.365,2950.0,2688.27,228.62,210.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 02:00:00,HVAC_01,HVAC System,43.722,10.9305,421.2,68.1,41.75,1.694,981.0,3009.49,1278.06,1200.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 02:00:00,MOTOR_01,Spinning Motor,43.689,10.9222,421.6,67.99,57.73,1.935,1495.1,2764.43,52.56,48.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 02:00:00,PUMP_01,Water Pump,16.961,4.2402,420.3,26.48,46.29,1.583,1448.9,2607.2,29.59,28.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 02:15:00,COMPRESSOR_01,Air Compressor,35.274,8.8185,412.0,56.17,72.54,2.288,2936.7,2688.52,227.62,210.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 02:15:00,HVAC_01,HVAC System,43.244,10.811,419.6,67.62,39.79,1.72,978.7,3009.74,1242.15,1200.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 02:15:00,MOTOR_01,Spinning Motor,42.635,10.6588,417.9,66.93,57.12,1.898,1480.0,2764.68,52.55,48.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 02:15:00,PUMP_01,Water Pump,16.413,4.1032,418.2,25.75,47.92,1.534,1446.2,2607.45,29.07,28.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 02:30:00,COMPRESSOR_01,Air Compressor,35.014,8.7535,415.5,55.29,71.38,2.35,2947.8,2688.77,218.49,210.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 02:30:00,HVAC_01,HVAC System,43.179,10.7948,419.7,67.5,40.4,1.66,985.2,3009.99,1195.3,1200.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 02:30:00,MOTOR_01,Spinning Motor,43.004,10.751,420.7,67.06,58.24,2.066,1483.5,2764.93,51.21,48.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 02:30:00,PUMP_01,Water Pump,16.507,4.1268,420.6,25.75,46.67,1.499,1456.3,2607.7,29.61,28.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 02:45:00,COMPRESSOR_01,Air Compressor,32.311,8.0778,422.4,50.19,69.31,2.39,2952.2,2689.02,209.94,210.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 02:45:00,HVAC_01,HVAC System,43.035,10.7587,417.2,67.68,40.91,1.647,982.9,3010.24,1242.44,1200.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 02:45:00,MOTOR_01,Spinning Motor,40.759,10.1898,418.3,63.93,57.54,1.736,1488.2,2765.18,50.18,48.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 02:45:00,PUMP_01,Water Pump,14.45,3.6125,418.2,22.67,48.11,1.608,1449.0,2607.95,28.4,28.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 03:00:00,COMPRESSOR_01,Air Compressor,35.579,8.8948,422.3,55.28,70.94,2.57,2945.8,2689.27,218.63,210.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 03:00:00,HVAC_01,HVAC System,46.784,11.696,423.3,72.51,41.58,1.787,976.7,3010.49,1325.94,1200.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 03:00:00,MOTOR_01,Spinning Motor,42.624,10.656,416.5,67.14,56.96,1.887,1482.9,2765.43,53.51,48.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 03:00:00,PUMP_01,Water Pump,16.021,4.0052,416.8,25.22,47.27,1.569,1452.1,2608.2,28.37,28.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 03:15:00,COMPRESSOR_01,Air Compressor,36.346,9.0865,421.7,56.55,70.67,2.289,2938.3,2689.52,220.56,210.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 03:15:00,HVAC_01,HVAC System,41.912,10.478,419.1,65.61,42.39,1.796,982.2,3010.74,1221.35,1200.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 03:15:00,MOTOR_01,Spinning Motor,39.904,9.976,420.0,62.33,57.52,1.893,1483.8,2765.68,49.34,48.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 03:15:00,PUMP_01,Water Pump,17.162,4.2905,422.0,26.68,48.37,1.571,1449.0,2608.45,30.49,28.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 03:30:00,COMPRESSOR_01,Air Compressor,34.994,8.7485,415.1,55.31,70.95,2.303,2946.8,2689.77,225.53,210.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 03:30:00,HVAC_01,HVAC System,46.376,11.594,422.8,71.96,41.22,1.742,972.8,3010.99,1295.0,1200.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 03:30:00,MOTOR_01,Spinning Motor,41.033,10.2582,422.6,63.7,58.0,2.012,1484.3,2765.93,48.77,48.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 03:30:00,PUMP_01,Water Pump,16.244,4.061,419.3,25.42,47.74,1.638,1445.6,2608.7,30.92,28.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 03:45:00,COMPRESSOR_01,Air Compressor,33.616,8.404,419.7,52.55,71.13,2.413,2949.7,2690.02,217.03,210.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 03:45:00,HVAC_01,HVAC System,46.27,11.5675,418.1,72.61,40.77,1.778,979.4,3011.24,1295.21,1200.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 03:45:00,MOTOR_01,Spinning Motor,42.17,10.5425,423.0,65.41,58.9,1.878,1488.8,2766.18,49.87,48.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 03:45:00,PUMP_01,Water Pump,16.53,4.1325,419.5,25.85,47.93,1.612,1455.5,2608.95,29.38,28.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 04:00:00,COMPRESSOR_01,Air Compressor,36.648,9.162,422.8,56.87,72.18,2.437,2945.6,2690.27,227.01,210.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 04:00:00,HVAC_01,HVAC System,44.758,11.1895,419.2,70.05,41.02,1.829,976.6,3011.49,1269.34,1200.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 04:00:00,MOTOR_01,Spinning Motor,45.699,11.4248,419.6,71.45,59.21,2.032,1480.6,2766.43,53.08,48.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 04:00:00,PUMP_01,Water Pump,16.316,4.079,422.4,25.34,48.62,1.553,1448.5,2609.2,28.83,28.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 04:15:00,COMPRESSOR_01,Air Compressor,36.896,9.224,421.7,57.4,71.46,2.428,2938.6,2690.52,232.82,210.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 04:15:00,HVAC_01,HVAC System,42.692,10.673,420.1,66.67,41.69,1.728,973.6,3011.74,1219.76,1200.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 04:15:00,MOTOR_01,Spinning Motor,43.427,10.8568,423.2,67.32,58.46,1.94,1479.9,2766.68,53.46,48.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 04:15:00,PUMP_01,Water Pump,17.472,4.368,420.6,27.25,51.58,1.564,1446.1,2609.45,30.46,28.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 04:30:00,COMPRESSOR_01,Air Compressor,36.829,9.2072,422.7,57.16,73.06,2.523,2941.3,2690.77,233.84,210.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 04:30:00,HVAC_01,HVAC System,43.504,10.876,424.3,67.27,40.9,1.86,974.0,3011.99,1218.3,1200.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 04:30:00,MOTOR_01,Spinning Motor,46.59,11.6475,419.8,72.81,59.21,1.861,1479.5,2766.93,55.44,48.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 04:30:00,PUMP_01,Water Pump,17.428,4.357,423.7,26.99,49.5,1.407,1451.2,2609.7,29.52,28.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 04:45:00,COMPRESSOR_01,Air Compressor,36.289,9.0722,425.3,55.98,70.67,2.369,2948.6,2691.02,229.75,210.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 04:45:00,HVAC_01,HVAC System,48.136,12.034,417.5,75.64,41.92,1.679,975.1,3012.24,1331.54,1200.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 04:45:00,MOTOR_01,Spinning Motor,44.525,11.1312,425.2,68.7,59.68,1.982,1482.4,2767.18,51.33,48.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 04:45:00,PUMP_01,Water Pump,16.691,4.1728,426.5,25.68,49.28,1.556,1448.7,2609.95,29.39,28.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 05:00:00,COMPRESSOR_01,Air Compressor,37.514,9.3785,423.0,58.18,72.68,2.491,2946.7,2691.27,239.19,210.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 05:00:00,HVAC_01,HVAC System,46.159,11.5398,425.3,71.21,43.02,1.73,979.3,3012.49,1276.36,1200.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 05:00:00,MOTOR_01,Spinning Motor,43.305,10.8262,425.1,66.83,59.22,2.034,1478.2,2767.43,54.94,48.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 05:00:00,PUMP_01,Water Pump,17.713,4.4282,422.1,27.53,51.66,1.54,1445.8,2610.2,31.26,28.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 05:15:00,COMPRESSOR_01,Air Compressor,34.775,8.6938,422.7,53.97,71.85,2.333,2945.5,2691.52,224.64,210.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 05:15:00,HVAC_01,HVAC System,44.839,11.2098,421.5,69.79,42.34,1.779,971.8,3012.74,1256.49,1200.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 05:15:00,MOTOR_01,Spinning Motor,42.023,10.5058,424.1,65.01,58.9,2.026,1477.1,2767.68,50.51,48.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 05:15:00,PUMP_01,Water Pump,16.739,4.1848,426.0,25.78,50.04,1.458,1453.4,2610.45,26.1,28.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 05:30:00,COMPRESSOR_01,Air Compressor,36.208,9.052,423.6,56.08,72.7,2.342,2947.5,2691.77,230.67,210.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 05:30:00,HVAC_01,HVAC System,45.28,11.32,427.0,69.57,41.53,1.653,975.2,3012.99,1282.62,1200.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 05:30:00,MOTOR_01,Spinning Motor,45.075,11.2688,422.4,70.01,60.24,1.903,1474.9,2767.93,55.72,48.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 05:30:00,PUMP_01,Water Pump,16.066,4.0165,418.0,25.22,48.59,1.376,1449.7,2610.7,28.04,28.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 05:45:00,COMPRESSOR_01,Air Compressor,34.741,8.6852,426.4,53.45,72.79,2.365,2943.4,2692.02,223.84,210.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 05:45:00,HVAC_01,HVAC System,45.882,11.4705,425.7,70.71,42.27,1.672,980.2,3013.24,1285.24,1200.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 05:45:00,MOTOR_01,Spinning Motor,43.502,10.8755,421.4,67.73,60.25,2.047,1480.1,2768.18,51.6,48.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 05:45:00,PUMP_01,Water Pump,19.053,4.7632,423.8,29.5,50.65,1.419,1446.1,2610.95,31.31,28.0,RUNNING_OPTIMAL,0,NORMAL,5.5,OFF_PEAK,GOOD
2026-01-01 06:00:00,COMPRESSOR_01,Air Compressor,37.291,9.3227,418.7,58.43,73.47,2.532,2943.8,2692.27,238.93,210.0,RUNNING_OPTIMAL,0,NORMAL,7.5,NORMAL,GOOD
2026-01-01 06:00:00,HVAC_01,HVAC System,43.494,10.8735,419.9,67.96,43.63,1.706,976.1,3013.49,1245.64,1200.0,RUNNING_OPTIMAL,0,NORMAL,7.5,NORMAL,GOOD
2026-01-01 06:00:00,MOTOR_01,Spinning Motor,44.233,11.0582,423.1,68.59,62.31,1.992,1483.6,2768.43,52.55,48.0,RUNNING_OPTIMAL,0,NORMAL,7.5,NORMAL,GOOD
2026-01-01 06:00:00,PUMP_01,Water Pump,15.58,3.895,425.7,24.01,50.02,1.569,1451.7,2611.2,27.25,28.0,RUNNING_OPTIMAL,0,NORMAL,7.5,NORMAL,GOOD
2026-01-01 06:15:00,COMPRESSOR_01,Air Compressor,37.246,9.3115,422.8,57.8,74.7,2.417,2945.7,2692.52,233.22,210.0,RUNNING_OPTIMAL,0,NORMAL,7.5,NORMAL,GOOD
2026-01-01 06:15:00,HVAC_01,HVAC System,45.118,11.2795,421.0,70.31,43.39,1.778,980.2,3013.74,1288.96,1200.0,RUNNING_OPTIMAL,0,NORMAL,7.5,NORMAL,GOOD
2026-01-01 06:15:00,MOTOR_01,Spinning Motor,45.231,11.3078,423.6,70.05,62.1,2.047,1477.1,2768.68,53.07,48.0,RUNNING_OPTIMAL,0,NORMAL,7.5,NORMAL,GOOD
2026-01-01 06:15:00,PUMP_01,Water Pump,18.945,4.7362,426.0,29.18,51.38,1.722,1446.4,2611.45,29.05,28.0,RUNNING_OPTIMAL,0,NORMAL,7.5,NORMAL,GOOD
2026-01-01 06:30:00,COMPRESSOR_01,Air Compressor,34.749,8.6872,425.0,53.64,73.15,2.479,2939.1,2692.77,223.06,210.0,RUNNING_OPTIMAL,0,NORMAL,7.5,NORMAL,GOOD
2026-01-01 06:30:00,HVAC_01,HVAC System,45.881,11.4702,424.2,70.96,43.27,1.823,975.5,3013.99,1275.36,1200.0,RUNNING_OPTIMAL,0,NORMAL,7.5,NORMAL,GOOD
2026-01-01 06:30:00,MOTOR_01,Spinning Motor,43.93,10.9825,423.4,68.07,60.83,2.072,1487.5,2768.93,53.59,48.0,RUNNING_OPTIMAL,0,NORMAL,7.5,NORMAL,GOOD
2026-01-01 06:30:00,PUMP_01,Water Pump,17.448,4.362,422.2,27.11,51.92,1.616,1440.7,2611.7,32.29,28.0,RUNNING_OPTIMAL,0,NORMAL,7.5,NORMAL,GOOD
2026-01-01 06:45:00,COMPRESSOR_01,Air Compressor,35.607,8.9018,422.4,55.31,74.07,2.265,2944.3,2693.02,222.11,210.0,RUNNING_OPTIMAL,0,NORMAL,7.5,NORMAL,GOOD
2026-01-01 06:45:00,HVAC_01,HVAC System,46.861,11.7152,419.6,73.27,43.5,1.746,980.5,3014.24,1284.74,1200.0,RUNNING_OPTIMAL,0,NORMAL,7.5,NORMAL,GOOD
2026-01-01 06:45:00,MOTOR_01,Spinning Motor,40.443,10.1108,423.9,62.59,59.81,1.95,1483.4,2769.18,49.84,48.0,RUNNING_OPTIMAL,0,NORMAL,7.5,NORMAL,GOOD
2026-01-01 06:45:00,PUMP_01,Water Pump,18.636,4.659,424.4,28.81,51.85,1.517,1445.8,2611.95,29.51,28.0,RUNNING_OPTIMAL,0,NORMAL,7.5,NORMAL,GOOD
2026-01-01 07:00:00,COMPRESSOR_01,Air Compressor,37.353,9.3382,420.0,58.35,76.04,2.503,2939.5,2693.27,237.01,210.0,RUNNING_OPTIMAL,0,NORMAL,7.5,NORMAL,GOOD
2026-01-01 07:00:00,HVAC_01,HVAC System,47.983,11.9957,423.5,74.33,46.96,1.705,977.8,3014.49,1364.42,1200.0,RUNNING_OPTIMAL,0,NORMAL,7.5,NORMAL,GOOD
2026-01-01 07:00:00,MOTOR_01,Spinning Motor,42.582,10.6455,419.6,66.58,61.61,2.085,1478.6,2769.43,51.69,48.0,RUNNING_OPTIMAL,0,NORMAL,7.5,NORMAL,GOOD
2026-01-01 07:00:00,PUMP_01,Water Pump,16.725,4.1812,417.8,26.26,51.3,1.591,1452.1,2612.2,32.1,28.0,RUNNING_OPTIMAL,0,NORMAL,7.5,NORMAL,GOOD
2026-01-01 07:15:00,COMPRESSOR_01,Air Compressor,39.666,9.9165,425.9,61.1,74.03,2.375,2943.3,2693.52,239.04,210.0,RUNNING_OPTIMAL,0,NORMAL,7.5,NORMAL,GOOD
2026-01-01 07:15:00,HVAC_01,HVAC System,46.872,11.718,422.7,72.75,44.66,1.862,982.6,3014.74,1315.4,1200.0,RUNNING_OPTIMAL,0,NORMAL,7.5,NORMAL,GOOD
2026-01-01 07:15:00,MOTOR_01,Spinning Motor,46.475,11.6188,421.2,72.39,63.09,1.981,1486.0,2769.68,55.08,48.0,RUNNING_OPTIMAL,0,NORMAL,7.5,NORMAL,GOOD
2026-01-01 07:15:00,PUMP_01,Water Pump,17.691,4.4228,425.7,27.26,52.95,1.614,1444.6,2612.45,29.09,28.0,RUNNING_OPTIMAL,0,NORMAL,7.5,NORMAL,GOOD
2026-01-01 07:30:00,COMPRESSOR_01,Air Compressor,36.482,9.1205,428.0,55.92,74.58,2.394,2942.8,2693.77,231.99,210.0,RUNNING_OPTIMAL,0,NORMAL,7.5,NORMAL,GOOD
2026-01-01 07:30:00,HVAC_01,HVAC System,44.993,11.2482,426.0,69.29,45.36,1.578,973.4,3014.99,1284.31,1200.0,RUNNING_OPTIMAL,0,NORMAL,7.5,NORMAL,GOOD
2026-01-01 07:30:00,MOTOR_01,Spinning Motor,41.142,10.2855,418.7,64.47,63.0,1.933,1479.1,2769.93,51.11,48.0,RUNNING_OPTIMAL,0,NORMAL,7.5,NORMAL,GOOD
2026-01-01 07:30:00,PUMP_01,Water Pump,17.633,4.4082,424.9,27.23,52.47,1.63,1442.5,2612.7,33.69,28.0,RUNNING_OPTIMAL,0,NORMAL,7.5,NORMAL,GOOD
